date,HD,JNJ,INTC,AMD,MU,NVDA,TSM
11/15/11,38.07,35.2613,25.34,5.76,5.46,14.88,13.08
11/14/11,38.25,34.6629,24.63,5.79,5.35,14.69,12.98
11/11/11,38.06,34.8845,24.85,5.95,5.43,14.98,12.95
11/10/11,37.2,34.1976,24.06,5.66,5.18,14.47,12.66
11/9/11,37.16,33.4264,23.84,5.38,5.35,14.32,12.48
11/8/11,37.94,34.5521,24.75,5.75,5.91,15.08,12.93
11/7/11,37.34,34.3571,24.28,5.68,5.85,14.74,13.0
11/4/11,36.39,34.3616,23.74,5.67,5.89,14.82,12.98
11/3/11,36.45,34.1355,24.2,5.73,5.84,14.65,12.9
11/2/11,35.99,33.5283,23.85,5.46,5.43,13.815,12.72
11/1/11,35.54,32.6907,23.9,5.3,5.29,14.06,12.45
10/31/11,35.8,33.7056,24.54,5.83,5.59,14.8,12.62
10/28/11,36.12,33.9937,24.98,5.94,5.88,15.6,12.74
10/27/11,37.22,34.0159,25.13,5.54,5.7,15.25,12.95
10/26/11,36.55,33.0275,24.7,5.095,5.465,14.62,12.25
10/25/11,36.04,32.7128,24.63,4.91,5.49,14.45,12.19
10/24/11,36.7,33.125,24.59,5.06,5.66,15.02,12.48
10/21/11,36.86,32.6464,24.03,4.72,5.46,14.48,12.18
10/20/11,35.73,32.0569,23.61,4.54,5.59,14.41,11.81
10/19/11,35.4,31.8486,24.24,4.73,5.53,15.17,12.11
10/18/11,35.95,32.0214,23.4,4.83,5.77,15.48,12.21
10/17/11,34.65,31.4763,23.28,4.67,5.435,14.94,12.01
10/14/11,35.05,31.3168,23.5,4.92,5.7,15.72,12.3
10/13/11,34.41,31.1084,23.39,4.97,5.52,15.46,12.17
10/12/11,34.72,31.2104,23.12,4.93,5.2,14.61,12.16
10/11/11,34.71,31.2769,22.99,4.86,5.2,14.62,11.86
10/10/11,34.66,31.6048,22.88,4.84,5.16,14.78,12.02
10/7/11,33.92,30.1024,22.29,4.73,4.95,14.15,11.8
10/6/11,33.38,29.9074,22.03,4.85,4.96,13.89,11.83
10/5/11,32.83,29.1716,21.85,4.83,4.95,13.36,11.82
10/4/11,32.47,28.4581,21.22,4.72,4.52,12.9,11.74
10/3/11,31.59,28.6043,20.62,4.53,4.33,11.81,11.31
9/30/11,32.87,29.2692,21.335,5.08,5.04,12.51,11.43
9/29/11,33.79,29.9916,22.21,5.31,5.87,13.09,11.81
9/28/11,33.6,29.5883,22.31,6.15,6.115,13.42,11.77
9/27/11,33.88,29.9428,22.54,6.49,6.46,13.84,12.02
9/26/11,34.0,29.0254,22.24,6.4,6.58,13.82,11.56
9/23/11,33.72,28.529,22.16,6.17,6.65,13.79,11.71
9/22/11,33.05,28.5246,21.615,6.12,6.43,13.51,11.52
9/21/11,33.84,29.4331,21.94,6.48,6.605,14.465,11.92
9/20/11,34.81,30.1644,22.2,6.74,6.85,14.75,12.12
9/19/11,34.35,30.1112,21.93,6.92,6.88,15.14,12.22
9/16/11,34.61,30.2575,21.97,7.2,7.03,15.46,12.41
9/15/11,34.28,30.2486,21.54,7.335,7.04,15.495,12.11
9/14/11,33.54,29.9694,21.115,7.21,7.2,15.28,11.82
9/13/11,32.66,29.6946,20.76,6.96,6.86,14.53,11.96
9/12/11,32.35,29.1938,20.28,6.71,6.685,14.21,11.94
9/9/11,31.87,29.4509,19.7,6.52,6.35,13.88,11.88
9/8/11,32.46,30.3062,19.895,6.81,6.245,14.18,12.0
9/7/11,32.87,30.7362,20.08,6.76,6.06,14.25,12.05
9/6/11,32.05,29.934,19.54,6.27,5.67,13.18,11.52
9/2/11,32.18,30.3816,19.64,6.32,5.5,12.92,11.66
9/1/11,32.93,31.4497,19.99,6.68,5.74,13.28,11.89
8/31/11,33.38,31.4231,20.13,6.83,5.91,13.31,11.97
8/30/11,33.57,31.4541,20.24,6.84,5.95,13.68,11.97
8/29/11,33.99,31.4276,20.295,6.83,6.145,13.36,12.13
8/26/11,34.0,30.4924,19.77,6.49,5.66,13.01,11.81
8/25/11,33.84,29.8586,19.42,6.37,5.38,12.48,11.35
8/24/11,34.37,30.2974,19.8,6.34,5.3,13.04,11.74
8/23/11,33.11,29.8276,19.71,6.5,5.66,13.23,11.84
8/22/11,32.28,28.9678,19.38,6.05,5.26,11.94,11.24
8/19/11,31.88,29.1451,19.19,5.98,5.25,11.73,10.94
8/18/11,32.16,29.5306,19.77,5.79,5.64,11.94,11.05
8/17/11,33.41,30.3107,20.67,6.14,6.11,12.81,11.51
8/16/11,33.12,30.2132,20.79,6.34,6.29,12.99,11.52
8/15/11,31.46,30.2265,20.89,6.43,6.48,13.37,11.67
8/12/11,30.58,29.3932,20.65,6.21,6.18,12.88,11.46
8/11/11,30.05,29.2913,20.76,6.17,6.37,13.41,11.52
8/10/11,28.51,27.5938,19.93,5.85,5.72,12.34,11.07
8/9/11,30.15,28.1478,20.6,6.18,6.19,12.93,11.5
8/8/11,28.93,26.2864,20.11,5.94,5.71,11.93,10.94
8/5/11,30.74,28.2321,20.79,6.56,6.31,12.95,11.56
8/4/11,31.7,28.5689,20.85,6.5,6.4,13.4,11.58
8/3/11,32.95,30.6475,21.81,7.16,6.99,14.81,12.16
8/2/11,32.82,31.689,21.72,7.11,7.04,14.42,12.19
8/1/11,34.25,32.243,22.24,7.22,7.41,14.57,12.53
7/29/11,34.93,32.2608,22.33,7.34,7.37,13.83,12.36
7/28/11,35.15,32.3406,22.55,7.42,7.42,13.83,12.31
7/27/11,35.625,32.7261,22.53,7.51,7.43,13.855,12.56
7/26/11,36.39,33.094,22.895,7.66,7.855,14.4,12.9
7/25/11,36.65,33.3245,23.03,7.63,7.89,14.76,12.75
7/22/11,36.52,33.5283,23.13,7.75,8.09,15.0,12.98
7/21/11,36.72,33.6613,22.81,6.5,7.645,14.7,12.57
7/20/11,36.41,33.0319,22.99,6.6,7.6,14.04,12.47
7/19/11,36.11,33.1693,23.06,6.48,7.52,14.221,12.22
7/18/11,35.69,32.7705,22.28,6.18,7.23,13.795,12.14
7/15/11,35.91,32.9743,22.37,6.43,7.41,14.1,12.22
7/14/11,35.96,32.6375,22.27,6.44,7.29,14.08,12.15
7/13/11,36.13,32.6995,22.48,6.48,7.49,14.66,12.44
7/12/11,36.11,32.7483,22.45,6.43,7.31,14.69,12.24
7/11/11,36.36,32.8192,22.85,6.76,7.49,14.89,12.37
7/8/11,36.62,33.3511,23.09,6.95,7.68,15.43,12.62
7/7/11,37.05,33.4087,23.23,7.15,7.82,15.725,12.76
7/6/11,36.57,33.4752,22.75,7.0,7.56,15.67,12.53
7/5/11,36.59,33.3378,22.44,7.14,7.78,15.88,12.72
7/1/11,36.73,33.3954,22.53,7.11,7.83,16.145,12.91
6/30/11,36.22,32.8015,22.16,6.99,7.48,15.935,12.61
6/29/11,35.98,32.7483,21.39,6.89,7.47,15.74,12.35
6/28/11,36.06,32.4381,21.49,6.95,7.35,15.5,12.82
6/27/11,35.2,32.571,21.34,6.92,7.34,15.41,12.53
6/24/11,35.08,32.4735,21.2,6.9,7.21,15.74,12.4
6/23/11,35.65,32.0569,21.71,7.06,8.43,16.21,12.84
6/22/11,34.93,31.9106,21.395,7.06,8.17,15.74,12.92
6/21/11,35.43,31.8264,21.65,7.22,8.14,15.96,13.27
6/20/11,34.77,31.3256,21.325,6.89,7.91,15.62,12.9
6/17/11,34.53,30.745,21.19,7.0,7.83,15.805,12.72
6/16/11,34.5,30.3284,21.42,7.19,7.865,16.19,13.0
6/15/11,33.88,30.4569,21.42,7.5,8.07,16.77,13.12
6/14/11,34.75,30.8868,21.82,7.67,8.4,17.14,13.33
6/13/11,33.51,30.5057,21.385,7.54,8.29,16.995,12.99
6/10/11,33.47,30.5988,21.38,7.59,8.44,17.12,13.05
6/9/11,34.33,30.8159,21.76,7.64,8.49,17.37,13.56
6/8/11,34.1,30.6254,21.82,7.62,8.5,17.57,13.72
6/7/11,34.33,30.55,22.06,7.71,8.95,18.06,13.88
6/6/11,34.29,30.3151,21.829,7.8,9.04,18.07,13.68
6/3/11,34.63,30.8913,21.73,7.97,9.16,18.46,13.64
6/2/11,35.09,31.0287,22.085,8.235,9.41,19.045,13.7
6/1/11,35.4,31.2015,22.0,8.37,9.555,19.14,13.68
5/31/11,36.28,31.5073,22.51,8.68,10.2,20.04,13.66
5/27/11,36.0,31.0287,22.21,8.49,10.02,19.5,13.26
5/26/11,36.19,31.0154,22.5,8.48,9.79,18.82,13.34
5/25/11,36.63,31.2192,22.68,8.43,9.61,18.36,13.17
5/24/11,36.55,30.9356,22.61,8.39,9.62,18.141,13.15
5/23/11,36.82,31.0065,22.86,8.49,9.71,18.07,13.12
5/20/11,37.05,31.2769,23.22,8.62,10.0,18.09,13.41
5/19/11,37.39,31.3079,23.54,8.64,10.17,17.78,13.45
5/18/11,37.46,31.3035,23.88,8.67,10.06,18.04,13.53
5/17/11,37.4,30.6165,23.55,8.54,9.94,17.63,13.39
5/16/11,36.98,30.6254,23.64,8.67,10.55,17.701,13.47
5/13/11,37.01,30.6785,23.41,8.9,10.4,18.26,13.59
5/12/11,37.29,30.776,23.705,8.93,10.66,20.5,13.82
5/11/11,37.23,30.8868,23.41,8.88,10.41,19.87,13.5
5/10/11,37.27,31.4187,23.03,8.94,10.63,19.78,13.75
5/9/11,36.96,31.1927,22.76,8.94,10.46,19.75,13.67
5/6/11,36.99,30.7938,23.25,8.92,10.87,19.32,13.75
5/5/11,37.01,29.934,23.61,8.87,10.91,18.66,13.55
5/4/11,37.19,29.8941,23.5,8.79,10.74,18.65,13.44
5/3/11,37.35,30.8115,23.23,8.8,10.9,18.79,13.46
5/2/11,37.35,30.9134,22.91,9.03,11.24,19.73,13.51
4/29/11,37.15,30.9976,23.15,9.1,11.32,20.0,13.5
4/28/11,37.47,30.6254,22.8,9.07,11.48,19.51,13.41
4/27/11,37.32,30.4038,22.63,8.95,11.795,19.3,13.29
4/26/11,37.21,30.3506,22.48,8.88,11.61,19.3,12.56
4/25/11,37.56,29.7788,21.94,8.7,11.33,18.81,12.28
4/21/11,37.8,29.6414,21.46,8.71,11.52,18.52,12.56
4/20/11,37.94,29.4908,21.41,8.63,11.39,18.57,12.45
4/19/11,37.77,28.5201,19.86,8.27,10.52,18.02,11.96
4/18/11,37.76,28.467,19.62,8.2,10.42,18.09,11.95
4/15/11,38.17,28.8304,19.75,8.27,10.75,18.71,12.21
4/14/11,37.84,28.5645,19.58,8.19,10.65,18.51,12.31
4/13/11,37.67,28.56,19.78,8.2,10.62,17.76,12.26
4/12/11,37.76,28.5423,19.76,8.26,10.53,17.37,12.23
4/11/11,37.6,28.7639,20.12,8.42,10.74,17.32,12.51
4/8/11,37.46,29.0077,20.02,8.47,11.07,17.55,12.65
4/7/11,37.83,29.1229,20.03,8.41,11.14,18.1,12.72
4/6/11,37.5,29.3755,19.95,8.43,11.24,17.46,12.77
4/5/11,37.6,29.8365,19.71,8.11,11.015,17.58,12.46
4/4/11,37.47,29.9384,19.49,8.1,11.19,17.55,12.18
4/1/11,37.56,29.8586,19.72,8.36,11.3,18.2,12.21
3/31/11,37.06,29.6414,20.18,8.6,11.47,18.46,12.18
3/30/11,37.57,29.2204,20.46,8.79,11.58,18.45,12.11
3/29/11,37.7,28.9456,20.28,8.68,11.76,19.17,12.06
3/28/11,36.65,29.1273,20.34,8.69,11.55,19.32,12.17
3/25/11,37.42,29.278,20.37,8.88,11.55,18.63,12.24
3/24/11,37.36,29.021,20.38,8.83,11.5,19.23,12.28
3/23/11,36.62,29.2824,20.29,8.59,10.61,17.81,12.04
3/22/11,36.29,29.2603,20.145,8.36,10.35,17.445,11.82
3/21/11,36.43,29.3268,20.19,8.55,10.36,17.76,11.94
3/18/11,36.0,28.3827,19.93,8.55,10.07,17.62,11.75
3/17/11,35.76,28.1523,19.9,8.31,10.21,17.86,11.61
3/16/11,35.68,27.5673,19.8075,8.12,10.055,17.53,11.43
3/15/11,36.29,27.8465,20.18,8.28,10.43,17.66,11.91
3/14/11,36.68,28.6221,20.84,8.43,10.36,18.2,12.16
3/11/11,37.14,28.9545,20.87,8.65,10.24,18.05,12.21
3/10/11,37.07,28.8127,20.79,8.42,9.925,17.92,12.11
3/9/11,37.67,28.9633,21.2,8.67,10.32,19.14,12.52
3/8/11,37.04,28.7683,21.13,8.99,10.89,19.55,12.35
3/7/11,36.87,28.4005,21.21,8.84,11.03,20.47,12.2
3/4/11,37.22,28.5999,21.56,9.225,11.64,20.755,12.41
3/3/11,37.55,28.7151,21.79,9.28,11.57,20.87,12.26
3/2/11,36.66,28.2276,21.49,9.17,11.09,20.75,12.21
3/1/11,36.76,28.1346,21.39,9.025,10.96,21.65,12.18
2/28/11,37.47,28.6176,21.47,9.21,11.13,22.66,12.29
2/25/11,37.08,28.3694,21.86,9.29,11.44,23.12,12.29
2/24/11,37.14,27.9528,21.285,9.1,10.91,22.65,12.12
2/23/11,37.3,28.0858,21.15,8.55,10.55,22.11,12.28
2/22/11,38.09,28.0681,21.81,8.85,10.921,23.21,12.41
2/18/11,38.48,28.6531,22.14,9.18,11.701,25.63,12.81
2/17/11,38.18,27.9573,21.97,9.44,11.8,25.68,13.07
2/16/11,37.86,27.4786,21.75,8.99,11.63,23.38,12.89
2/15/11,37.69,27.1728,21.45,8.6,11.67,22.55,12.82
2/14/11,37.58,26.8581,21.57,8.63,11.65,23.11,12.89
2/11/11,37.48,26.734,21.76,8.28,11.321,23.47,12.94
2/10/11,37.31,26.4991,21.8,8.22,11.31,22.82,12.84
2/9/11,37.17,26.2288,21.46,8.23,11.26,23.29,13.09
2/8/11,37.16,26.3795,21.635,8.24,11.44,23.872,13.42
2/7/11,36.6,26.375,21.69,8.33,11.29,24.601,13.66
2/4/11,36.8,26.1534,21.68,8.4,11.05,25.67,13.62
2/3/11,36.7,26.2288,21.57,8.33,10.895,25.095,13.36
2/2/11,36.56,26.087,21.56,8.29,10.89,25.58,13.34
2/1/11,36.99,26.2465,21.48,8.22,10.81,24.47,13.21
1/31/11,36.77,26.1002,21.46,7.83,10.54,23.92,13.07
1/28/11,36.7,26.0382,21.46,7.49,10.37,23.76,13.11
1/27/11,37.98,26.18,21.75,7.75,10.59,24.471,13.31
1/26/11,37.42,26.2066,21.75,7.491,9.95,24.54,13.24
1/25/11,37.16,25.9407,21.55,7.48,9.975,23.97,13.22
1/24/11,36.65,26.1446,21.24,7.68,10.05,24.73,13.45
1/21/11,36.51,25.9318,20.82,7.54,9.8375,22.219,13.27
1/20/11,36.49,25.8122,20.95,8.02,9.6,22.429,13.26
1/19/11,35.63,25.5108,21.01,7.93,9.37,22.41,13.53
1/18/11,36.02,25.6305,21.0825,8.1025,9.66,23.035,13.55
1/14/11,35.89,25.6039,21.08,8.2,9.71,23.59,13.68
1/13/11,35.27,25.5773,21.29,8.26,9.63,23.39,13.37
1/12/11,34.83,25.431,21.3025,8.39,9.34,23.3525,13.51
1/11/11,34.86,25.0632,21.05,8.36,8.72,20.31,13.42
1/10/11,34.39,24.6332,20.69,9.19,8.55,20.631,13.22
1/7/11,34.38,24.7396,20.66,8.83,8.645,19.87,13.07
1/6/11,34.42,24.6864,20.77,8.69,8.58,19.33,12.87
1/5/11,34.56,24.5446,20.94,8.91,8.54,16.98,12.36
1/4/11,34.67,24.651,21.15,8.77,8.44,15.77,12.63
1/3/11,35.31,25.01,20.85,8.47,8.275,15.82,12.59
12/31/10,35.06,24.5845,21.03,8.18,8.02,15.4,12.54
12/30/10,34.86,24.682,21.02,8.14,7.9,14.99,12.4
12/29/10,34.89,24.6643,20.94,8.08,7.75,14.94,12.31
12/28/10,35.09,24.6022,20.88,8.09,7.76,14.94,12.24
12/27/10,35.24,24.5668,20.84,8.05,7.81,15.0,12.31
12/23/10,35.09,24.5756,20.84,8.04,7.94,14.92,12.23
12/22/10,35.18,24.4959,20.89,8.111,8.28,15.03,12.3
12/21/10,35.08,24.3762,21.1,8.14,8.14,14.87,12.39
12/20/10,35.2,24.3097,21.23,8.24,8.115,14.31,12.33
12/17/10,35.1,24.0039,21.46,8.1,8.21,14.37,12.69
12/16/10,35.12,23.8665,21.3,8.03,8.05,14.2875,12.32
12/15/10,34.79,23.8488,21.28,8.02,7.92,14.27,12.12
12/14/10,34.72,24.2521,21.47,8.05,8.065,14.5925,11.91
12/13/10,34.56,24.0394,21.5,8.23,8.14,14.5685,11.9
12/10/10,34.4,24.0482,21.91,8.07,8.25,14.9475,12.08
12/9/10,34.32,24.0128,21.81,7.95,8.19,14.8625,12.03
12/8/10,34.03,23.902,21.82,8.17,7.94,15.11,11.91
12/7/10,33.55,23.6538,21.58,8.02,7.92,14.98,11.83
12/6/10,33.34,23.6006,21.7,7.819,7.955,14.5125,11.89
12/3/10,33.48,23.4809,21.69,7.65,7.919,14.79,11.97
12/2/10,33.36,23.2726,21.7,7.54,7.91,14.38,11.54
12/1/10,31.61,22.7984,21.48,7.51,7.39,14.21,11.11
11/30/10,30.21,22.6521,21.1575,7.29,7.269,13.609,10.75
11/29/10,30.69,22.6477,21.33,7.38,7.571,13.75,10.81
11/26/10,31.0,22.692,21.34,7.55,7.63,13.6,11.0
11/24/10,31.16,22.9136,21.3875,7.62,7.75,13.77,11.0
11/23/10,30.91,22.6034,21.0875,7.32,7.42,13.44,10.74
11/22/10,31.09,22.7674,21.25,7.41,7.321,13.76,11.13
11/19/10,31.22,22.5413,21.135,7.47,7.39,13.752,11.08
11/18/10,30.87,22.4527,21.015,7.35,7.2875,13.32,11.04
11/17/10,30.83,22.3153,21.08,7.33,7.1,12.92,10.89
11/16/10,31.71,22.364,21.07,7.43,7.22,12.7125,10.86
11/15/10,31.39,23.02,21.295,7.565,7.42,13.1005,11.06
11/12/10,31.44,23.0067,21.53,7.63,7.72,13.26,11.05
11/11/10,31.7,22.7319,21.21,7.63,7.85,12.611,11.06
11/10/10,31.68,22.6521,21.04,7.75,7.871,12.74,11.25
11/9/10,31.47,22.4748,21.16,7.91,7.9,12.59,11.14
11/8/10,31.49,22.6566,21.23,8.14,8.24,12.6575,11.0
11/5/10,31.92,22.6566,21.24,8.04,8.655,12.605,11.18
11/4/10,31.94,22.5325,20.97,8.0,8.56,12.4,11.26
11/3/10,31.46,22.3242,20.48,7.64,8.09,12.38,10.93
11/2/10,31.51,22.3109,20.34,7.535,8.11,12.285,10.84
11/1/10,30.71,22.1026,20.57,7.36,8.14,12.04,10.89
10/29/10,30.9,22.0804,20.05,7.335,8.255,12.0205,10.91
10/28/10,31.19,22.0095,20.47,7.63,7.94,12.05,10.76
10/27/10,30.9,22.0183,20.19,7.35,7.97,12.04,10.65
10/26/10,31.29,22.1956,20.04,7.2,7.72,11.87,10.62
10/25/10,31.4,22.2355,19.87,7.26,7.81,11.91,10.68
10/22/10,31.48,22.2045,19.835,6.89,7.69,11.8,10.6
10/21/10,31.81,21.8145,19.76,6.89,7.5,11.09,10.41
10/20/10,30.73,21.8056,19.64,6.82,7.69,11.29,10.33
10/19/10,30.41,21.4289,19.21,6.95,7.3,11.2875,10.2
10/18/10,30.53,21.9253,19.19,6.96,7.539,11.36,10.3
10/15/10,30.7,21.8632,19.32,7.12,7.61,11.2895,10.34
10/14/10,30.81,21.6594,19.32,7.139,7.59,11.16,10.37
10/13/10,31.0,21.6283,19.24,7.22,7.65,11.34,10.43
10/12/10,31.41,21.3668,19.77,7.3,7.75,11.015,10.27
10/11/10,31.79,21.358,19.56,7.24,7.67,10.81,10.34
10/8/10,31.89,21.3314,19.52,7.05,7.59,10.86,10.36
10/7/10,31.74,21.2117,19.4,6.87,7.11,10.7,10.28
10/6/10,31.74,21.0477,19.31,6.86,6.95,10.78,10.3
10/5/10,31.74,21.1674,19.15,6.98,6.93,11.32,10.41
10/4/10,31.67,20.2987,18.87,6.94,6.99,11.24,10.21
10/1/10,31.82,20.2278,19.32,7.05,7.29,11.35,10.25
9/30/10,31.68,19.9619,19.2,7.11,7.21,11.682,10.14
9/29/10,31.81,19.7358,19.24,7.28,7.29,11.88,10.28
9/28/10,31.81,19.7624,19.505,6.95,7.149,11.971,10.09
9/27/10,31.6,19.7226,19.235,7.02,7.03,11.995,9.89
9/24/10,31.64,19.8688,19.4225,6.84,7.199,12.26,9.98
9/23/10,30.84,19.4478,18.98,6.4,6.67,11.62,9.66
9/22/10,30.88,19.5807,19.01,6.26,6.72,11.39,9.8
9/21/10,30.91,19.5142,19.14,6.171,6.881,11.29,9.9
9/20/10,30.65,19.6605,18.9301,6.09,6.9401,10.7099,10.07
9/17/10,29.89,19.4744,18.81,6.12,6.76,10.55,9.9075
9/16/10,29.95,19.594,18.97,6.15,7.1,10.565,9.96
9/15/10,29.94,19.6694,18.72,6.22,6.94,10.56,9.88
9/14/10,29.97,19.7713,18.74,6.27,7.27,10.54,9.93
9/13/10,29.99,19.7314,18.5575,6.18,7.051,10.64,9.86
9/10/10,29.68,19.7048,17.97,5.81,6.51,10.07,9.48
9/9/10,29.41,19.6472,18.0,5.86,6.8,10.18,9.51
9/8/10,29.45,19.4478,17.9,5.83,6.6,10.32,9.52
9/7/10,29.33,19.3325,18.12,5.95,6.7455,9.99,9.5
9/3/10,29.85,19.8688,18.43,6.09,7.049,9.899,9.77
9/2/10,29.41,19.5187,18.28,5.93,6.83,9.57,9.47
9/1/10,28.67,19.6029,18.14,5.76,6.73,9.401,9.58
8/31/10,27.82,19.0179,17.665,5.61,6.4585,9.325,9.4
8/30/10,27.99,19.1508,17.96,5.78,6.54,9.64,9.42
8/27/10,28.74,19.6383,18.37,6.08,6.83,10.12,9.65
8/26/10,28.38,19.2793,18.18,5.87,6.78,9.8,9.43
8/25/10,28.33,19.3104,18.48,6.13,7.1,9.92,9.47
8/24/10,27.78,19.2395,18.405,5.99,7.06,9.72,9.54
8/23/10,27.83,19.4034,18.7,6.14,7.38,9.82,9.69
8/20/10,28.17,19.4965,18.91,6.25,7.12,9.97,9.68
8/19/10,28.22,19.7624,18.9,6.42,7.18,9.88,9.64
8/18/10,28.86,20.1347,19.59,6.57,7.45,9.32,9.77
8/17/10,28.31,20.2766,19.53,6.63,7.31,9.27,9.88
8/16/10,27.38,19.9397,19.47,6.62,7.18,9.15,9.77
8/13/10,27.31,20.0328,19.15,6.49,7.28,9.39,9.7
8/12/10,27.61,19.891,19.45,6.57,7.37,8.961,9.77
8/11/10,27.71,19.984,19.425,6.49,7.149,8.8825,9.73
8/10/10,28.24,20.7242,19.82,6.83,7.27,9.2425,9.93
8/9/10,28.7,20.7995,20.65,7.42,7.54,9.64,9.95
8/6/10,28.68,20.6799,20.65,7.45,7.58,9.55,9.96
8/5/10,28.71,20.9192,20.67,7.5,7.7,9.44,10.12
8/4/10,28.72,20.9901,20.73,7.52,7.64,9.32,10.22
8/3/10,28.45,21.0078,20.87,7.51,7.47,8.94,10.23
8/2/10,29.12,21.2117,21.15,7.65,7.65,9.18,10.26
7/30/10,28.51,20.6223,20.6,7.49,7.28,9.19,10.1
7/29/10,28.05,20.6045,21.03,7.78,7.78,9.13,10.18
7/28/10,28.08,20.8439,21.33,7.98,8.24,10.13,10.46
7/27/10,28.58,21.2339,21.58,8.21,8.43,10.46,10.44
7/26/10,28.99,20.8572,21.71,8.07,8.51,10.55,10.57
7/23/10,28.25,20.3696,21.69,7.82,8.48,10.36,10.46
7/22/10,28.22,20.2234,21.78,7.61,8.54,10.54,10.38
7/21/10,27.47,19.9707,21.26,7.4,8.17,10.37,10.1
7/20/10,27.93,20.3297,21.65,7.6,8.45,10.72,10.3
7/19/10,27.07,20.0815,21.59,7.44,8.43,10.46,10.13
7/16/10,27.11,19.9796,21.02,7.37,8.27,10.05,9.92
7/15/10,28.34,20.3829,21.51,7.41,8.66,10.72,10.15
7/14/10,28.28,20.25,21.36,7.44,8.75,11.03,10.15
7/13/10,28.64,20.3962,21.01,7.52,8.73,10.92,10.14
7/12/10,28.31,20.0461,20.57,7.36,8.55,10.54,10.07
7/9/10,28.26,20.1037,20.24,7.34,8.57,10.35,10.15
7/8/10,28.15,19.891,20.1,7.37,8.69,10.31,10.09
7/7/10,28.01,19.5497,20.1425,7.39,8.89,10.63,10.0
7/6/10,27.34,18.9913,19.481,7.04,8.35,10.14,9.84
7/2/10,27.76,18.7431,19.2,7.17,8.22,10.25,9.89
7/1/10,27.92,18.8494,19.25,7.39,8.38,10.38,9.79
6/30/10,28.07,19.1685,19.45,7.32,8.49,10.21,9.76
6/29/10,28.63,19.368,19.79,7.48,8.67,10.48,9.81
6/28/10,29.59,20.2677,20.36,8.05,10.02,11.1,10.04
6/25/10,30.2,20.0372,20.0325,8.09,9.46,11.08,10.02
6/24/10,29.67,19.6782,20.32,8.13,9.62,11.11,9.94
6/23/10,30.5,19.7226,20.81,8.56,9.82,11.69,10.15
6/22/10,30.61,20.1569,20.98,8.58,9.6425,11.56,10.09
6/21/10,31.43,20.8217,21.19,8.8,9.92,12.01,10.36
6/18/10,31.94,20.8306,21.4,8.83,10.0,12.3,10.2
6/17/10,31.91,20.8704,21.52,8.91,9.92,12.22,10.29
6/16/10,32.14,20.7242,21.489,8.9,9.91,11.77,10.31
6/15/10,32.26,20.7995,21.48,8.82,9.68,11.9225,10.27
6/14/10,32.06,20.2101,20.89,8.28,8.91,11.36,9.85
6/11/10,32.22,20.0771,20.64,8.12,8.93,11.61,9.8
6/10/10,32.72,19.9707,20.55,8.01,8.77,11.35,9.79
6/9/10,31.76,19.1553,19.93,7.61,8.53,10.91,9.56
6/8/10,31.81,19.1021,20.18,7.77,8.54,11.18,9.51
6/7/10,31.55,18.8184,20.3075,7.71,8.38,11.5025,9.43
6/4/10,32.15,19.2217,20.945,8.105,8.8575,12.095,9.62
6/3/10,33.43,20.0727,21.9,8.69,9.24,12.7,9.91
6/2/10,33.87,19.8378,21.81,8.54,9.18,12.72,10.08
6/1/10,33.54,18.9824,21.18,8.14,8.66,12.58,9.85
5/28/10,33.86,19.7093,21.42,8.57,9.09,13.14,9.75
5/27/10,34.55,19.7757,21.76,8.8,9.44,13.5,9.89
5/26/10,34.04,19.0356,20.7,8.22,8.69,12.75,9.46
5/25/10,33.98,18.6145,20.85,8.15,8.8,12.69,9.57
5/24/10,33.22,18.9647,20.67,8.09,8.79,12.36,9.6
5/21/10,33.02,19.1553,20.9075,8.4,8.93,12.73,9.79
5/20/10,32.89,19.0134,20.79,8.09,8.74,12.46,9.63
5/19/10,34.38,20.0638,21.6,8.47,8.96,12.76,9.82
5/18/10,34.73,20.3785,21.43,8.42,9.075,12.56,9.73
5/17/10,35.59,20.8217,22.02,8.85,9.17,12.99,9.97
5/14/10,35.2,20.9369,21.89,8.8,8.94,12.96,9.87
5/13/10,35.27,21.584,22.5,9.42,9.14,14.65,10.25
5/12/10,35.89,21.9696,23.09,9.49,9.33,14.68,10.23
5/11/10,35.63,21.6328,22.28,9.07,8.82,14.4,10.17
5/10/10,35.29,21.4776,22.55,8.99,9.09,14.56,10.3
5/7/10,33.43,20.3829,21.31,8.38,8.57,13.96,9.89
5/6/10,33.96,20.5646,21.51,8.27,8.75,14.2,9.77
5/5/10,35.24,21.4821,22.1725,8.58,9.26,14.5,9.96
5/4/10,35.42,22.0494,22.56,8.68,9.52,14.75,10.09
5/3/10,35.87,22.4793,23.26,9.29,9.89,15.54,10.66
4/30/10,35.23,21.779,22.84,9.07,9.35,15.71,10.59
4/29/10,35.56,21.8056,23.49,9.72,10.21,16.65,10.56
4/28/10,35.19,21.6549,23.26,9.55,10.24,16.16,10.5
4/27/10,35.29,21.5131,23.35,9.58,10.34,16.13,10.6
4/26/10,36.49,22.2444,23.82,9.97,10.97,16.6,10.99
4/23/10,36.39,22.1779,24.04,9.76,11.0,16.44,10.96
4/22/10,35.72,21.8012,23.99,9.86,10.93,16.67,10.97
4/21/10,35.27,21.522,23.8,9.78,10.74,16.6,10.84
