date,HD,JNJ,INTC,AMD,MU,NVDA,TSM
1/30/15,104.42,44.03,33.04,2.57,29.265,19.205,22.71
1/29/15,107.62,43.03,34.21,2.61,29.71,19.78,23.29
1/28/15,104.74,42.17,33.775,2.63,29.095,19.31,23.93
1/27/15,105.16,44.69,34.185,2.7,29.65,19.63,24.19
1/26/15,106.36,45.03,35.805,2.61,31.02,20.615,24.16
1/23/15,105.37,44.06,36.445,2.45,30.95,20.71,23.99
1/22/15,106.07,44.5,36.91,2.47,30.89,20.65,23.71
1/21/15,103.53,45.37,36.48,2.45,30.49,20.3,23.21
1/20/15,103.25,43.69,36.09,2.24,29.67,20.02,23.09
1/16/15,104.12,42.89,36.45,2.39,28.99,19.96,22.6
1/15/15,101.01,42.3,36.19,2.52,29.3,19.6,22.89
1/14/15,102.64,42.32,36.35,2.63,30.05,19.74,21.06
1/13/15,103.73,40.23,36.5,2.66,30.835,19.655,21.05
1/12/15,104.42,41.1,36.6,2.63,31.66,19.69,20.79
1/9/15,104.89,43.72,36.76,2.63,33.525,19.94,21.2
1/8/15,106.72,45.26,36.69,2.61,33.67,19.86,21.81
1/7/15,104.41,44.77,36.02,2.58,32.1,19.135,21.67
1/6/15,100.95,45.1,35.28,2.63,32.87,19.19,21.36
1/5/15,101.26,47.06,35.95,2.66,33.775,19.79,21.74
1/2/15,103.43,49.92,36.36,2.69,34.75,20.13,22.28
12/31/14,104.97,49.79,36.29,2.67,35.01,20.05,22.38
12/30/14,104.27,49.96,36.76,2.63,35.4,20.37,22.44
12/29/14,104.53,50.21,37.18,2.66,35.53,20.56,22.38
12/26/14,103.75,49.86,37.55,2.65,35.0,20.59,22.31
12/24/14,103.56,50.71,37.44,2.65,34.91,20.57,22.35
12/23/14,103.76,50.38,37.43,2.67,34.97,20.65,22.21
12/22/14,103.5,49.78,37.21,2.66,34.635,20.78,22.37
12/19/14,101.93,49.54,36.37,2.57,34.49,20.42,22.2
12/18/14,100.67,49.22,37.02,2.55,34.45,20.22,21.79
12/17/14,98.94,47.49,36.24,2.55,33.83,20.14,21.64
12/16/14,97.06,44.3,35.56,2.5,32.915,19.345,21.44
12/15/14,100.05,44.32,35.92,2.47,33.355,19.57,21.94
12/12/14,99.78,44.86,36.225,2.52,34.0,19.63,21.97
12/11/14,100.27,45.67,36.7,2.49,35.19,20.26,22.14
12/10/14,98.94,44.65,36.42,2.48,34.86,20.27,22.19
12/9/14,99.64,48.42,36.89,2.59,35.655,20.73,22.58
12/8/14,100.43,48.34,37.2,2.58,36.02,20.8,22.5
12/5/14,99.64,52.5,37.67,2.66,36.49,21.07,22.74
12/4/14,98.95,53.09,37.46,2.69,36.07,20.95,22.82
12/3/14,98.59,53.22,37.43,2.74,36.1,21.14,22.93
12/2/14,98.16,52.49,37.6,2.68,35.605,20.61,22.57
12/1/14,98.88,51.95,37.17,2.67,34.99,20.58,22.94
11/28/14,99.4,54.16,37.25,2.79,35.95,20.97,23.47
11/26/14,97.7,57.46,36.9,2.84,35.62,20.915,23.18
11/25/14,97.01,57.81,36.32,2.83,34.8,20.57,22.91
11/24/14,98.4,58.04,36.25,2.83,34.73,20.58,22.94
11/21/14,98.28,58.42,35.59,2.77,34.3,20.455,23.06
11/20/14,97.57,57.35,35.95,2.69,33.21,20.34,22.76
11/19/14,96.7,56.83,34.35,2.63,32.96,20.01,22.53
11/18/14,95.98,56.48,34.71,2.65,32.87,20.17,22.05
11/17/14,98.03,56.09,34.24,2.67,32.29,19.695,21.91
11/14/14,98.24,55.92,33.95,2.61,32.62,19.785,22.4
11/13/14,99.0,55.65,33.68,2.66,32.94,19.55,22.34
11/12/14,98.49,56.46,33.38,2.71,32.91,19.645,22.05
11/11/14,98.14,56.25,33.31,2.73,33.2,19.78,22.2
11/10/14,98.16,56.19,33.26,2.76,33.09,20.02,22.26
11/7/14,97.65,57.26,33.58,2.78,33.01,19.79,21.82
11/6/14,97.29,55.95,33.82,2.76,33.35,20.22,21.8
11/5/14,95.78,56.5,33.76,2.8,33.71,20.13,22.03
11/4/14,95.96,56.5,34.54,2.83,33.37,20.13,21.95
11/3/14,96.09,58.39,34.31,2.87,33.51,19.87,21.9
10/31/14,97.52,58.94,34.01,2.8,33.09,19.54,22.02
10/30/14,97.52,58.67,32.58,2.75,31.82,18.69,21.11
10/29/14,96.42,59.37,33.92,2.77,32.28,18.805,21.59
10/28/14,96.59,59.88,33.74,2.72,32.61,18.93,21.59
10/27/14,95.47,60.41,33.2,2.66,32.3,18.49,21.36
10/24/14,94.99,61.01,33.18,2.68,31.06,18.48,21.18
10/23/14,94.8,60.46,32.69,2.69,30.89,18.285,21.3
10/22/14,93.34,59.77,32.27,2.64,30.57,17.89,21.24
10/21/14,94.2,61.11,32.61,2.77,31.19,18.32,21.39
10/20/14,91.85,58.7,31.58,2.67,29.69,17.57,20.87
10/17/14,90.24,57.36,31.38,2.72,28.765,17.42,20.72
10/16/14,88.88,56.55,30.85,2.64,28.3,17.45,20.72
10/15/14,87.85,54.48,31.275,2.61,27.54,17.44,20.07
10/14/14,90.1,53.71,32.14,2.62,27.39,17.175,20.14
10/13/14,90.6,55.15,31.47,2.74,27.03,16.785,19.67
10/10/14,92.55,58.33,31.91,2.72,27.79,16.845,19.44
10/9/14,93.07,58.8,33.62,2.95,30.64,17.91,20.47
10/8/14,94.09,62.72,34.27,3.28,32.32,18.26,20.6
10/7/14,92.47,62.61,33.47,3.28,31.865,17.925,20.38
10/6/14,93.26,64.1,34.11,3.36,32.57,18.12,20.82
10/3/14,93.54,64.25,34.03,3.4,33.94,18.23,20.83
10/2/14,92.24,64.05,33.52,3.39,33.81,18.19,20.29
10/1/14,91.02,64.72,33.99,3.35,33.5,18.27,20.1
9/30/14,91.74,65.55,34.82,3.41,34.26,18.45,20.18
9/29/14,92.88,66.07,34.9,3.55,34.5,18.515,19.95
9/26/14,92.84,66.17,34.26,3.6,33.83,18.545,20.14
9/25/14,91.9,65.64,34.14,3.63,31.7,18.51,20.11
9/24/14,93.02,66.39,34.75,3.7,32.22,18.92,20.59
9/23/14,91.49,66.46,34.42,3.69,31.2,18.81,20.34
9/22/14,91.89,67.27,34.71,3.76,30.6,18.89,20.36
9/19/14,92.34,68.41,34.82,3.81,31.63,19.08,20.52
9/18/14,92.09,68.54,35.17,3.88,32.48,19.44,20.92
9/17/14,91.22,68.38,34.98,3.82,31.98,19.15,20.62
9/16/14,90.27,68.15,34.93,3.81,31.45,19.135,20.48
9/15/14,89.38,67.38,34.54,3.91,30.02,18.86,20.24
9/12/14,88.84,67.62,34.62,3.96,31.525,19.12,20.34
9/11/14,89.22,69.33,35.02,4.08,32.04,19.41,20.9
9/10/14,89.25,69.47,35.02,4.08,32.09,19.61,21.03
9/9/14,88.93,70.1,34.91,4.08,31.98,19.54,21.05
9/8/14,90.82,70.98,35.33,4.13,33.135,19.79,21.07
9/5/14,91.61,70.94,35.0,4.15,32.94,19.97,21.18
9/4/14,89.93,70.47,34.905,4.15,32.12,20.03,21.19
9/3/14,89.0,70.85,34.57,4.19,31.68,19.685,21.35
9/2/14,91.15,70.23,34.57,4.16,31.51,19.495,21.08
8/29/14,93.5,70.2,34.92,4.17,32.6,19.45,20.94
8/28/14,92.51,69.62,34.65,4.14,32.81,19.39,20.91
8/27/14,91.87,68.91,34.79,4.16,32.995,19.23,20.91
8/26/14,91.63,68.44,34.8,4.19,32.88,19.455,20.8
8/25/14,91.2,68.0,34.81,4.18,33.21,19.11,20.68
8/22/14,91.03,67.5,34.94,4.25,33.29,19.08,20.83
8/21/14,91.15,67.66,35.15,4.24,33.19,19.07,20.62
8/20/14,90.75,67.75,34.5,4.28,33.3,19.25,20.84
8/19/14,88.23,67.2,34.34,4.27,32.4,19.37,20.74
8/18/14,83.59,66.4,34.41,4.21,32.04,19.3,20.47
8/15/14,83.69,66.45,34.17,4.13,31.49,19.04,20.45
8/14/14,83.86,65.47,33.94,4.08,31.04,18.8,20.53
8/13/14,83.12,64.82,34.1,4.11,31.38,19.01,20.33
8/12/14,82.92,63.52,33.13,4.08,30.7,18.9,19.99
8/11/14,82.88,63.02,33.02,4.14,30.74,18.9,20.05
8/8/14,82.43,63.35,32.6,4.12,30.04,19.0,19.79
8/7/14,80.47,62.03,32.68,4.1,29.68,17.46,19.91
8/6/14,80.52,62.49,32.845,4.12,30.68,17.64,20.04
8/5/14,80.03,63.71,32.82,4.08,31.09,17.66,19.8
8/4/14,80.03,64.61,34.05,4.0,31.69,17.65,20.51
8/1/14,79.75,63.94,33.745,3.97,31.09,17.69,20.2
7/31/14,80.85,64.43,33.89,3.91,30.55,17.5,20.0
7/30/14,81.76,66.09,34.35,3.82,32.53,18.08,20.72
7/29/14,80.98,66.83,34.19,3.79,32.13,17.78,20.54
7/28/14,81.07,67.37,34.23,3.73,31.98,17.72,20.37
7/25/14,81.03,66.83,34.25,3.76,33.42,17.79,20.35
7/24/14,81.2,67.77,34.25,3.73,33.88,18.11,20.89
7/23/14,81.02,67.16,34.5,3.76,33.68,18.08,20.68
7/22/14,80.54,66.98,34.7901,3.8,33.63,18.47,20.71
7/21/14,79.71,66.31,34.06,3.78,33.07,18.55,20.43
7/18/14,80.08,66.48,33.7,3.83,33.15,18.44,20.48
7/17/14,79.55,66.01,33.7,4.57,33.0501,19.3,20.2
7/16/14,79.66,66.84,34.65,4.66,34.64,19.35,20.93
7/15/14,79.86,66.41,31.71,4.53,34.02,19.37,22.47
7/14/14,79.46,66.68,31.49,4.64,33.59,19.29,22.66
7/11/14,79.61,66.69,31.25,4.37,32.8,19.05,22.81
7/10/14,79.4,66.68,31.26,4.29,32.77,19.005,22.95
7/9/14,80.73,67.04,30.89,4.23,32.89,19.11,22.42
7/8/14,80.76,66.78,30.79,4.22,33.13,18.55,22.57
7/7/14,81.42,66.33,31.03,4.26,32.86,18.7,22.67
7/3/14,82.05,67.61,31.14,4.24,33.73,18.85,22.71
7/2/14,81.98,67.75,30.98,4.34,33.76,18.6825,22.38
7/1/14,81.82,68.29,30.98,4.22,33.98,18.75,21.97
6/30/14,80.96,68.08,30.9,4.19,32.95,18.54,21.39
6/27/14,81.13,67.52,30.93,4.11,31.51,18.38,21.28
6/26/14,80.75,67.62,30.78,4.03,32.0,18.36,21.02
6/25/14,80.53,68.02,30.88,3.96,32.34,18.61,21.03
6/24/14,80.43,67.13,30.5,3.94,32.5,18.42,20.78
6/23/14,80.64,67.02,30.23,4.01,31.26,18.71,20.85
6/20/14,80.17,66.34,30.2,4.1,31.85,18.93,21.15
6/19/14,80.44,64.46,30.09,4.36,31.81,19.138,21.69
6/18/14,80.71,64.38,29.93,4.4,32.06,19.59,21.35
6/17/14,80.02,64.51,29.95,4.47,32.25,19.61,21.26
6/16/14,78.9,65.32,30.01,4.44,31.91,19.48,21.21
6/13/14,78.07,65.15,29.87,4.28,31.17,19.54,21.09
6/12/14,78.43,64.62,27.96,4.29,30.855,19.52,21.11
6/11/14,79.81,64.77,27.93,4.29,30.99,19.4,21.13
6/10/14,80.74,65.26,28.24,4.2,29.51,19.15,21.3
6/9/14,80.61,65.68,27.91,4.07,29.0,19.05,21.21
6/6/14,80.64,65.89,28.17,4.06,29.54,19.03,21.09
6/5/14,80.38,65.55,27.66,4.08,29.04,18.96,21.2
6/4/14,80.54,64.95,27.6,4.04,28.97,18.88,21.1
6/3/14,80.67,64.48,27.66,3.94,28.67,18.86,21.24
6/2/14,80.84,64.46,27.26,3.97,28.66,18.94,20.66
5/30/14,80.23,64.49,27.32,4.0,28.59,19.0,20.56
5/29/14,79.9,64.6,26.96,4.03,28.579,18.95,20.7
5/28/14,79.68,64.85,26.88,4.0,28.61,18.98,20.86
5/27/14,79.69,64.8,26.71,4.04,28.06,18.82,20.89
5/23/14,79.18,64.81,26.289,4.02,27.33,18.49,20.66
5/22/14,78.78,64.35,26.15,4.01,27.17,18.32,20.64
5/21/14,78.08,63.71,26.2,4.1,26.99,18.24,20.5
5/20/14,77.96,63.21,26.04,4.05,26.55,18.24,20.51
5/19/14,76.5,62.2,26.04,4.09,26.94,18.54,20.66
5/16/14,77.36,62.5,25.82,4.02,26.03,17.96,20.77
5/15/14,76.24,62.59,26.01,3.96,25.86,18.0,20.66
5/14/14,76.31,63.11,26.33,3.98,26.86,18.1,20.58
5/13/14,77.27,61.88,26.45,4.03,27.63,18.28,20.64
5/12/14,78.27,62.12,26.37,3.97,27.51,18.58,20.59
5/9/14,77.71,61.89,26.3,3.87,26.84,18.05,20.41
5/8/14,77.05,62.94,26.34,3.93,26.93,18.5,20.51
5/7/14,77.08,64.61,26.37,3.97,26.415,18.275,20.33
5/6/14,77.42,63.2,26.2,4.01,26.68,18.25,20.0
5/5/14,78.69,63.73,26.17,4.09,26.74,18.63,19.66
5/2/14,79.4,63.18,26.41,4.12,26.31,18.43,19.62
5/1/14,79.33,63.29,26.45,4.2,26.25,18.57,19.77
4/30/14,79.51,63.22,26.69,4.09,26.12,18.47,20.1
4/29/14,79.52,62.8,26.48,4.03,25.1,18.69,20.1
4/28/14,80.17,62.42,26.33,3.96,24.58,18.65,20.3
4/25/14,79.38,62.69,26.26,4.05,25.26,18.73,19.91
4/24/14,79.77,62.2,26.75,4.28,26.16,19.26,20.56
4/23/14,78.52,62.21,26.75,4.25,26.25,19.09,20.41
4/22/14,79.67,62.49,26.84,4.3,26.18,18.87,20.56
4/21/14,77.96,61.7,26.95,4.12,25.32,18.71,20.56
4/17/14,77.09,61.03,27.04,3.69,23.91,18.56,20.72
4/16/14,76.58,60.82,26.93,3.76,22.48,18.49,20.15
4/15/14,75.89,59.41,26.77,3.79,22.17,18.45,20.51
4/14/14,75.97,58.92,26.56,3.71,21.9,18.32,20.26
4/11/14,75.7,58.51,26.1799,3.65,21.13,18.12,19.89
4/10/14,76.78,58.61,26.425,3.85,21.68,18.38,19.82
4/9/14,77.76,59.56,26.98,3.98,22.6,18.84,20.15
4/8/14,77.11,58.75,26.91,3.99,22.21,18.86,19.98
4/7/14,77.13,58.48,26.485,3.88,21.71,18.21,19.74
4/4/14,78.72,59.77,26.16,4.01,22.58,18.15,19.77
4/3/14,79.4,59.63,26.41,4.0,24.0,18.73,19.94
4/2/14,79.95,59.87,25.89,4.06,24.35,18.53,20.04
4/1/14,79.38,59.14,25.99,4.07,24.44,18.65,20.32
3/31/14,79.13,59.25,25.814,4.01,23.66,17.91,20.02
3/28/14,78.72,58.49,25.62,3.88,21.91,17.9,19.64
3/27/14,78.68,58.4,25.31,3.91,22.24,17.79,19.42
3/26/14,78.87,57.78,25.3772,4.05,22.83,18.03,19.09
3/25/14,79.47,58.4,25.46,4.05,23.53,18.45,19.12
3/24/14,79.66,58.54,25.12,4.05,23.48,18.45,18.64
3/21/14,80.42,59.43,25.17,4.04,23.66,18.54,18.53
3/20/14,80.09,59.41,25.425,4.05,24.01,18.57,18.85
3/19/14,79.75,59.5,25.02,3.98,23.98,18.555,18.88
3/18/14,79.82,60.23,24.82,3.89,24.49,18.24,19.18
3/17/14,79.58,59.59,24.7,3.8,23.93,17.82,19.11
3/14/14,79.38,58.8,24.5,3.85,23.96,17.82,18.9
3/13/14,78.8,58.33,24.57,3.86,24.11,17.74,19.27
3/12/14,80.56,58.68,24.76,3.91,24.84,18.32,19.43
3/11/14,81.29,58.15,24.73,3.85,24.67,18.27,18.77
3/10/14,82.18,58.78,24.84,3.81,24.85,18.09,18.96
3/7/14,82.55,58.96,24.64,3.95,24.42,18.36,18.77
3/6/14,82.41,59.21,24.63,3.73,24.77,18.38,18.87
3/5/14,82.91,59.37,24.5,3.71,24.83,18.64,18.39
3/4/14,82.87,59.68,24.61,3.7,25.11,18.48,18.04
3/3/14,82.0,58.87,24.5,3.67,24.48,18.29,18.03
2/28/14,82.03,59.14,24.76,3.71,24.19,18.38,18.07
2/27/14,81.97,58.98,24.76,3.71,24.19,18.5,18.01
2/26/14,81.7,59.04,24.8,3.7,24.22,18.71,17.83
2/25/14,80.98,58.81,24.62,3.69,24.255,18.74,17.62
2/24/14,77.87,61.23,24.63,3.71,24.75,18.91,17.69
2/21/14,77.74,60.71,24.42,3.69,25.08,18.64,17.74
2/20/14,77.48,60.98,24.74,3.69,25.49,18.78,17.69
2/19/14,76.45,60.85,24.5,3.72,25.42,18.14,17.76
2/18/14,77.57,60.67,24.76,3.7,25.42,17.9,17.79
2/14/14,77.93,59.96,24.755,3.69,25.08,17.91,17.89
2/13/14,77.59,60.05,24.7,3.7,24.91,17.36,17.45
2/12/14,77.28,59.86,24.55,3.69,24.89,16.83,17.38
2/11/14,76.7,59.29,24.47,3.7,24.71,16.25,17.39
2/10/14,76.41,58.85,24.29,3.63,24.87,15.92,17.26
2/7/14,76.45,59.08,24.205,3.47,24.51,15.87,17.16
2/6/14,76.16,59.0,23.99,3.41,24.11,15.64,16.99
2/5/14,75.26,59.37,23.52,3.31,23.31,15.44,16.46
2/4/14,74.97,60.67,23.82,3.37,23.0,15.58,16.74
2/3/14,75.09,57.92,23.95,3.33,22.81,15.49,16.77
1/31/14,76.85,60.71,24.54,3.43,23.04,15.7,16.92
1/30/14,76.93,59.5045,24.74,3.48,23.45,15.72,17.14
1/29/14,76.68,59.1854,24.68,3.48,22.71,15.46,17.01
1/28/14,78.54,58.6447,24.9,3.54,23.05,15.61,17.16
1/27/14,78.94,58.0331,24.72,3.41,22.9,15.46,17.15
1/24/14,79.16,57.9355,24.81,3.47,22.92,15.56,17.57
1/23/14,80.24,59.6818,25.13,3.62,23.64,15.97,17.7
1/22/14,80.2,60.3023,25.31,3.67,23.65,16.03,17.96
1/21/14,80.46,60.382,25.59,4.17,23.12,16.05,17.69
1/17/14,81.0,59.5045,25.85,4.18,22.38,15.99,17.77
1/16/14,81.26,59.0081,26.54,4.38,23.13,16.06,18.15
1/15/14,81.07,57.4923,26.67,4.47,23.33,16.01,17.56
1/14/14,81.01,57.1555,26.51,4.3,23.67,15.84,17.38
1/13/14,80.97,56.1184,25.5,4.13,23.33,15.36,16.91
1/10/14,82.01,57.0491,25.53,4.17,23.71,15.73,16.9
1/9/14,81.57,56.1893,25.31,4.09,23.24,15.75,16.76
1/8/14,81.93,55.8968,25.43,4.18,23.87,16.36,17.09
1/7/14,81.5,55.3827,25.585,4.18,21.73,16.14,16.91
1/6/14,81.1,54.7799,25.46,4.13,20.67,15.88,16.9
1/3/14,81.89,54.3545,25.78,4.0,20.97,15.67,16.95
1/2/14,82.02,54.2304,25.79,3.95,21.66,15.86,17.15
12/31/13,82.34,55.1168,25.955,3.87,21.75,16.02,17.44
12/30/13,81.94,54.3279,25.85,3.85,21.3,15.97,17.58
12/27/13,81.64,53.9644,25.6,3.78,21.52,15.76,17.26
12/26/13,81.55,53.273,25.7,3.8,21.74,15.67,17.18
12/24/13,80.64,53.1933,25.43,3.77,21.82,15.82,17.19
12/23/13,80.56,52.8476,25.32,3.75,21.49,15.78,17.14
12/20/13,80.04,52.9628,25.055,3.69,22.17,15.685,16.99
12/19/13,79.95,52.3866,25.14,3.65,21.62,15.38,17.05
12/18/13,80.05,52.7235,25.15,3.65,21.81,15.32,17.0
12/17/13,78.62,52.2891,24.655,3.65,22.92,15.11,17.08
12/16/13,79.1,52.0232,24.45,3.59,22.77,15.04,17.11
12/13/13,79.01,51.9878,24.29,3.69,23.08,15.02,17.08
12/12/13,78.53,51.9789,24.47,3.69,22.54,15.11,17.12
12/11/13,79.0,51.6864,24.42,3.68,22.5,15.41,17.48
12/10/13,78.61,52.0498,24.82,3.72,23.14,15.56,17.37
12/9/13,79.6,52.2625,24.93,3.63,23.12,15.205,17.57
12/6/13,79.84,52.9008,24.82,3.66,22.31,15.47,17.62
12/5/13,78.54,52.5728,24.26,3.64,21.65,15.7,17.4
12/4/13,78.4,53.2908,23.74,3.57,21.759,15.96,17.54
12/3/13,78.71,52.7501,23.55,3.62,21.83,15.74,17.53
12/2/13,79.77,50.7645,23.7,3.66,21.27,15.75,17.4
11/29/13,80.67,51.4736,23.84,3.64,21.1,15.6,17.73
11/27/13,80.66,51.9257,23.9,3.56,21.17,15.7,17.58
11/26/13,80.35,52.1119,23.65,3.45,20.31,15.64,17.46
11/25/13,79.75,52.5373,23.75,3.39,19.86,15.51,17.17
11/22/13,79.18,52.2537,23.87,3.34,20.19,15.18,17.13
11/21/13,79.83,50.995,25.23,3.37,19.99,15.33,17.02
11/20/13,79.75,50.6493,24.56,3.42,18.8,15.21,17.55
11/19/13,80.38,50.5961,24.7,3.42,19.06,15.44,17.57
11/18/13,79.67,51.0304,24.6,3.47,19.29,15.78,17.7
11/15/13,80.03,51.2343,24.52,3.5,19.461,16.17,17.66
11/14/13,78.94,50.8354,24.385,3.52,19.19,16.22,17.5
11/13/13,77.6,50.7557,24.6,3.54,18.92,16.15,17.61
11/12/13,76.18,50.5606,24.43,3.44,18.63,15.715,17.81
11/11/13,75.37,51.252,24.169,3.34,18.27,15.69,17.73
11/8/13,75.48,51.323,24.09,3.27,18.105,15.56,18.01
11/7/13,75.69,50.5341,24.059,3.28,17.719,14.545,18.13
11/6/13,76.42,51.252,24.245,3.32,17.5,14.9,18.27
11/5/13,76.65,49.692,24.03,3.33,17.67,14.8,18.08
11/4/13,77.0,50.6227,24.255,3.32,17.89,14.82,18.34
11/1/13,76.99,49.9933,24.325,3.31,17.575,15.255,18.47
10/31/13,77.89,50.082,24.47,3.34,17.68,15.189,18.41
10/30/13,77.88,50.3745,24.495,3.3,17.39,15.22,18.58
10/29/13,77.5,50.862,24.523,3.33,17.495,15.23,18.77
10/28/13,76.06,50.339,24.36,3.32,16.72,15.21,18.61
10/25/13,76.25,49.9845,24.235,3.34,16.58,15.24,18.47
10/24/13,76.78,49.9402,23.78,3.23,16.83,15.385,18.68
10/23/13,75.08,49.6831,23.735,3.14,16.551,15.501,18.72
10/22/13,74.86,49.4349,24.071,3.18,16.76,15.77,19.16
10/21/13,74.62,48.6815,24.135,3.37,16.565,15.85,18.98
10/18/13,74.69,48.7169,23.875,3.53,17.029,15.81,19.08
10/17/13,75.74,48.6371,23.92,4.09,17.145,15.63,18.65
10/16/13,74.94,48.0787,23.695,4.09,16.96,15.6,18.28
10/15/13,75.18,48.0255,23.39,4.02,16.92,15.41,18.15
10/14/13,76.35,48.7967,23.45,3.97,17.07,15.49,18.01
10/11/13,76.32,48.6992,23.255,3.83,16.84,15.26,18.09
10/10/13,75.51,48.1762,23.1,3.79,18.43,15.385,17.67
10/9/13,74.14,46.5718,22.59,3.65,18.15,15.22,17.26
10/8/13,74.27,46.7402,22.48,3.72,17.925,15.46,17.46
10/7/13,75.13,47.1746,22.83,3.86,18.485,15.59,17.62
10/4/13,75.78,47.7596,22.81,3.91,18.47,15.59,17.68
10/3/13,75.88,47.2455,22.6,3.9,18.015,15.38,17.7
10/2/13,76.32,47.4671,22.885,3.9,17.665,15.54,17.47
10/1/13,76.26,47.4848,22.83,3.86,17.61,15.55,17.42
9/30/13,75.85,47.2632,22.921,3.81,17.469,15.56,16.96
9/27/13,75.96,47.015,22.98,3.86,17.62,15.58,17.07
9/26/13,76.07,47.4671,23.41,3.89,17.47,15.67,17.32
9/25/13,75.52,47.2632,23.7,3.91,16.97,15.725,17.32
9/24/13,76.04,47.2721,23.705,3.8,17.04,15.7,17.56
9/23/13,75.91,47.4671,23.62,3.79,17.05,15.64,17.65
9/20/13,77.0,47.0859,23.769,3.83,17.23,15.795,17.31
9/19/13,78.51,47.8039,23.915,3.95,17.161,15.925,17.6
9/18/13,77.37,47.9901,23.9,3.93,17.265,15.999,17.61
9/17/13,75.8,46.2704,23.74,3.85,16.84,15.86,17.68
9/16/13,75.54,45.65,23.39,3.82,16.44,15.81,17.62
9/13/13,75.11,45.3131,23.44,3.83,16.205,15.8,17.33
9/12/13,75.4,45.4461,22.63,3.75,16.2,15.7,17.28
9/11/13,75.04,45.5879,22.81,3.82,16.49,15.71,17.44
9/10/13,74.6,46.5098,22.985,3.87,16.26,15.45,17.48
9/9/13,73.58,46.0222,22.91,3.69,15.615,15.125,17.3
9/6/13,72.7,45.4549,22.67,3.57,15.26,14.88,17.01
9/5/13,72.99,45.3574,22.6,3.41,15.17,14.94,17.18
9/4/13,74.14,45.65,22.635,3.31,14.753,14.9,16.86
9/3/13,73.9,45.3043,22.067,3.27,14.01,14.76,16.9
8/30/13,74.49,45.5968,21.98,3.27,13.57,14.75,16.56
8/29/13,75.05,46.1729,22.06,3.38,13.57,14.77,16.67
8/28/13,75.03,45.9868,22.285,3.42,13.24,14.8,16.26
8/27/13,74.12,45.907,22.191,3.39,13.179,14.805,15.98
8/26/13,75.43,46.0754,22.275,3.58,13.78,14.995,16.26
8/23/13,73.89,46.0311,22.44,3.65,13.86,14.96,16.22
8/22/13,74.0,45.8184,22.26,3.63,13.86,14.96,16.06
8/21/13,73.73,45.0649,22.17,3.61,13.63,14.88,15.75
8/20/13,74.29,45.1536,22.523,3.63,13.8,14.95,15.83
8/19/13,75.21,44.5685,22.28,3.6,13.8,14.95,15.81
8/16/13,75.38,44.4444,21.915,3.66,14.005,15.189,15.97
8/15/13,75.14,44.5419,22.03,3.69,14.13,15.125,16.0
8/14/13,77.44,45.4283,22.57,3.82,14.82,15.03,16.06
8/13/13,79.44,45.6677,22.52,3.69,14.97,14.42,16.27
8/12/13,79.2,46.0932,22.64,3.65,13.83,14.37,16.05
8/9/13,78.97,46.4743,22.51,3.65,13.99,14.49,16.21
8/8/13,80.04,46.8555,22.45,3.71,13.95,14.699,16.22
8/7/13,78.83,46.7402,22.7,3.69,13.81,14.6,16.17
8/6/13,80.05,46.6516,22.8,3.72,14.14,14.61,16.59
8/5/13,79.66,46.3502,22.924,3.82,14.174,14.83,16.82
8/2/13,80.23,46.5984,23.22,3.8,13.5,14.76,16.8
8/1/13,78.64,46.9973,23.2,3.81,13.575,14.64,17.25
7/31/13,79.03,46.9352,23.335,3.77,13.24,14.435,16.98
7/30/13,78.6,45.9336,23.38,3.82,12.6,14.41,16.97
7/29/13,78.67,46.1552,23.24,3.75,12.47,14.17,16.7
7/26/13,78.74,46.235,23.26,3.82,12.59,14.2,16.9
7/25/13,78.99,47.6621,23.06,3.7,13.29,14.26,17.18
7/24/13,80.27,37.9648,22.93,3.63,13.105,14.21,17.02
7/23/13,80.19,38.7803,22.75,3.66,13.64,14.21,16.74
7/22/13,80.0,38.7537,22.77,3.9,13.83,14.23,16.62
7/19/13,79.89,38.603,23.04,4.03,13.73,14.24,16.49
7/18/13,80.02,38.4966,23.244,4.64,13.69,14.55,16.81
7/17/13,80.44,38.5144,24.15,4.38,13.59,14.61,18.45
7/16/13,80.22,38.6739,24.25,4.43,13.38,14.69,18.43
7/15/13,80.4,38.9399,23.94,4.4,13.07,14.61,18.4
7/12/13,80.54,38.2662,23.9,4.32,12.69,14.64,18.44
7/11/13,79.86,38.08,23.99,4.45,12.7,14.63,18.54
7/10/13,79.4,37.9825,23.25,3.98,12.55,14.43,17.84
7/9/13,79.7,37.7875,23.135,4.05,13.135,14.241,17.84
7/8/13,79.22,36.715,23.185,4.0,14.03,14.165,17.6
7/5/13,78.29,35.4563,24.06,4.07,14.31,14.24,18.21
7/3/13,77.73,35.6247,23.762,4.06,14.14,14.13,18.12
7/2/13,77.31,35.8374,23.72,3.97,14.31,14.09,18.5
7/1/13,76.87,36.3072,23.886,4.1,14.27,14.1,18.45
6/28/13,77.47,36.6175,24.23,4.08,14.33,14.04,18.32
6/27/13,76.27,37.0341,24.05,4.08,14.34,14.01,17.93
6/26/13,75.67,36.6972,24.005,4.14,14.175,14.14,17.64
6/25/13,74.14,36.6972,23.88,4.15,13.75,14.22,17.53
6/24/13,73.51,36.5288,23.58,4.05,13.46,14.12,16.93
6/21/13,73.82,36.7593,24.195,4.0,13.9,14.415,17.18
